business_name,contact_page_url,main_public_phone,general_public_email
IDA Astral Pharmacy,https://gotodoctor.com/,2505411999,
IDA Pharmacy,https://www.tiendeo.ca/,+1-250-766-2666,
Ida's Bakery & Deli,,1-250-547-9777,
IEP Energy Economics,https://energyeconomicssolar.ca/,(250) 718-7282,
IG Wealth,https://www.ig.ca/en,(250) 545-9188,
Image Earthworks,,250-309-9239,
Image Studios,,250-540-3684,
Imagine Pools and Waterscapes Ltd,,(250) 542-7897,
Immaculate Construction,,250-766-4485,
Indus Travel,https://www.indus.travel/contact,(866) 978-2997,
Infiniti Photography Kelowna,,250-317-4207,
Infinity Power,,778-402-9702,
Inner Vitality Counselling,,(250) 307-3112,
Inspira Landscaping,,250-938-1037,
Inspire Graphix,,250-808-8216,
Inspirefly Child Care Center,https://www.prpeak.com/other/contact-us,604-319-5232,
Integer Whole Health and Biodynamics,,250-309-8128,
Integral Accounting Inc.Chartered Professional Accountant,,(778) 770-0022,
Integrity Traffic Control Training,https://www.integritytraffictraining.com/contact-us,250 306 1473,
Interactive Counselling,,(778) 506-2276,
Interior Denture Center Inc,https://www.interiordenture.ca/contact-us,(250) 541-9929,
Interior Fire Mitigation,,250 546 2990,
Interior Provincial Exhibition,,250 546 9406,
Interior Vault Ltd,https://www.interiorvault.com/contact/,(250) 372-1897,
Interior West Cleaning Supply,http://www.interiorwest.ca/,(604) 446-9772,
Intermezzo Restaurant and Wine Cellar,https://intermezzowinecellar.com/contact/,(250) 542-3853,
Intrigue Wines,https://www.intriguewines.com/contact/,250-980-3233,
IRIS Optometry and Opticians,https://iris.ca/,250-542-2239,
Iristz Beauty Innovations,https://www.sephora.com/ca/en/?country_switch=ca&lang=en,250-448-6467,
Iron Heart Gym,https://www.ironheartgymvernon.com/,(778) 475-3539,
Iron Heart Studio,https://www.localgymsandfitness.com/contact,236-426-4700,
IRS Independent Respiratory Services,https://irscanada.ca/contact-us/,(250) 549-3271,
Italian Kitchen Restaurant,https://italiankitchenvernon.com/contact-us/,(250) 558-7899,
iTEX Prototyping,,778-212-0716,
iThread,https://www.ithread.ca/contact,(250) 503-1330,
Ivan's Imports,https://ivansimports.com/,778-692-0055,
J Birchwater Photography,,250-801-4307,
J C Electric,https://www.jcelectricvernon.ca/contact-us,250-308-7225,
J C H Construction Inc,https://jchconstructioninc.com/contact-us/,250-308-0603,
J&D Eyewear,https://jdeyewear.com/password,778-475-1100,
J-Don,,(250) 558-6939,
J. Armstrong Shapter Inc,https://armstrongaccounting.com/contact-us,250 546 8757,
J.C. Excavating,,250 558 8932,
Jack Pine Contracting,,250-878-6084,
Jack Wessell Painting,,250-308-2870,
Jada's Trails For Tails,,604-812-1187,
Jade Bay Family Dentistry,,250-766-4494,
Jami Cruikshank Mortgages,https://www.fca.org.uk/contact,587-217-4099,
Jamie MacArthur,https://www.jamiemacarthurlaw.ca/,250-549-6030,
Jason's Landscaping,http://oldjasonslandscaping.shawwebspace.ca/contact,250-869-9429,
Jax and King Salon,,(250) 549-1994,
JayDee Associates,https://jaydeeassociates.blogspot.com/,778-475-1042,
Jayme McKillop Co.,https://jaymemckillop.com/contact.html,(250) 307-8137,
Jazzercise Vernon Fitness Studio,https://www.jazzercise.com/contact,250-558-9875,
JBJ Computer,https://jbjcomputers.com/contact/,250-549-2041,
Jealous Pizza,,7784751400,
Jeanette's Bussin Bistro,,250 241 3663,
Jeco Electric,,250-309-5144,
"Jems Jewelry, Beauty Accessories & Imports",,250-859-7879,
JenAlio's,https://www.jenalios.com/,250-558-0082,
Jenkins Residential Projects,https://jenkinsprojects.ca/,250-546-0064,
Jennifer Lark Kent Thai Yoga Massage,,250-253-3055,
Jennifer Miskosky Rmt,https://miriamzmerna.pages.dev/contact/,250-309-5655,
Jeremy Schaffner,https://ai.trutim.com/help/contact,250-549-9549,
Jespersen Karen Coldwell Banker,https://www.coldwellbanker.com/,250-306-2068,
Jim's House Painting,https://certapro.com/contact/,250-558-3657,
Jitter Beans Coffee House,https://www.cbc.ca/,1-778-473-6901,
Jitter Beans Coffee Shop,https://www.jitterbeancoffee.com/contact,7074769393,
JJ Helping Hands,https://jjhelpinghands.org/contact-us,250-308-2125,
Joanne Feenstra Business Services,https://radaris.com/contact,250-546-8353,
Joe Fresh,https://www.joefresh.com/ca/contact,250-550-2319,
Joe Worley's Bobcat Service & Contracting,,250 306 4370,
Joey's Restaurants,,(250) 503-3800,
John Beales Professional Services Inc,https://www.lakecountryaccountants.ca/contact,+1-250-766-3736,
John Rudy Health Resource Centre Association,http://www.johnrudyhealth.ca/,(250) 938-8092,
Johnner Excavating & Trucking Ltd,,250-260-8383,
Johnston Meier Insurance Agencies,http://jmins.com/contact-us/,(250) 545-5311,
Jonathan R Avis - Criminal Defence Lawyer,,250-307-0149,
Jones Lynda,,250-379-2797,
Jora Construction,,250-938-4364,
Joseph Hair Styles,,250-549-9596,
Joshua Maurer Photography,https://www.maurermedia.ca/,250-863-2672,
Joyce's Signs & Autographics,,250-540-2632,
Joys Addiction,https://lumbyvalleytimes.ca/contact/,(250) 309-2927,
JS Plumbing,https://www.mrrooter.ca/about/contact-us/,778-212-4847,
Jtr Construction - Home Remodelling Kelowna,https://www.elledecor.com/about/a5320/contact-us/,250-212-6649,
Julian Van Der Walle LLB,https://criminallawyervernonbc.com/contact-me/,(250) 320-9258,
Junction Cafe,https://www.junctioncafe.ca/,250-546-6355,
Juniper Tree Counselling Services,https://www.junipertreecounselling.ca/contact,2502773204,
Just Rocks Landscape Supplies,,250 541 0111,
Justin,,250-307-7537,
K2 Landscaping,,250-558-0459,
Kal Containers Ltd,https://kalcontainers.com/contact/,(250) 938-7199,
Kal Dental Dr,,250-542-0048,
Kal Fitness,https://www.kalfitness.com/,250-549-1240,
Kal Lake Auto Ltd,https://www.kalamalka-lake-seadoo-jetski-rentals.com/contact,250-549-2155,
Kal West Contractors Ltd,https://kalwestelectric.com/contact/,250-542-2307,
Kal-Mor Mortgages & Investments Ltd,,250-549-3250,
Kalamalka Accounting Services,https://www.waze.com/contact,250-542-0615,
Kalamalka Therapeutic Massage Centre,https://www.vernonbcmassage.com/contact-us,250-547-0021,
Kalavida Surf Shop,https://kalavidasurfshop.com/,778-475-5808,
Kaleco Sustainable Lifestyle,https://www.kaleco.ca/,(250) 558-6169,
Kaltek Automotive Protection Ltd.,https://www.aboutamazon.com,(250) 558-9206,
Kare Bears Early Learning Centre,,250-541-0555,
Kare-A-Lot Learning Centre,https://www.karealot.ca/contact-us,250 546 0500,
Karen's Endless Blooms,,250-838-5922,
Karin Vassberg - Royal Lepage,,250-540-4879,
Karma Studio,,(250) 515-1477,
KarryAll Roofing Ltd,,250-309-1587,
Kasper Denture Clinic Ltd,http://kasperdentureclinic.ca/contact-us/,(250) 542-7423,
KawaKubo,https://www.kawakubo-vernon.com/,(778) 475-7887,
Kazehone Restaurant,https://www.djobzy.com/,778-475-7444,
KBM Autoworks,,1-250-547-2376,
Kekuli Paint And Drywall,https://realtorslists.com/,250-540-1035,
Kelli Schneider Mortgages,https://mortgagesbykelli.ca/,778-212-6955,
Kelly Mountain Contracting Ltd,,250-549-2369,
Kelly O'Bryan's,https://www.kobcob.com/contact,(250) 549-2112,
Kemper Construction,https://www.frontierkemper.com/contact.html,250-308-7130,
Ken Baker - TD Financial Planner,https://financialplanners.td.com/kenneth.baker/?src=FPYEXT&y_source=1_MzAxMDI5MTktNjAxLWxvY2F0aW9uLndlYnNpdGU%3D,250-470-3058,
Kerr Wood Leidal Associates Ltd,http://www.kwl.ca/contact/,(250) 503-0841,
Keshiki Gardening & Greenhouse,,250-545-8220,
Kettle Valley Contractors Ltd,https://www.vernonvalleycontracting.com/contact,250-549-1805,
Kevin Acton - Lumby Massage,https://bloomwellnesscentre.ca/contact-us/,(250) 307-3132,
Kevin Breiter RMT,https://kevinbreiterrmt.ca/contact/,+1-250-307-8112,
Kids Corner Daycare,https://www.kidscornerdaycare.ca/contact-us,250-545-7303,
Kids Playable Therapy,https://kidsplayable.therabyte.app/contact,778 930 1079,
Kidspace Learning Centres,,778-442-0100,
Kiliad Industrial Ltd,,250-575-5310,
Kim Heizmann PREC*,,(250) 938-0995,
Kimberley K Hutton Inc,https://www.kkhcpa.ca/contact-us/,(778) 473-1355,
Kintec Footwear + Orthotics,https://www.kintec.net/locations/,(236) 600-9470,
Klimaxx Electric Ltd,,250-718-0421,
Klingler Construction,,250-801-7878,
KMF Industries Inc,,250-859-4721,
KMS Home Energy Upgrades,https://ionsystems.ca/contact,250-558-0076,
Knoll Debbie Royal LePage,,250-801-2333,
Koala Bear Daycare,,250-545-3315,
Koles Andrew M Dr,,250-542-5451,
Kortenbach Roy Royal LePage,https://www.vernonhomes.ca/,604-290-3523,
KPMG MSLP,https://kpmg.com/xx/en/misc/generic-contact-page.html,(250) 503-5300,
"Krista Ingram, ND",https://mycanadiannaturopath.ca/contact-us/,250-938-0498,
"Kristen Tranfield, Realtor",https://www.remax.ca/,250-878-1393,
"KSO Accounting Group, Chartered Professional Accountants, Kelcie Warren CPA, CGA, partner",https://ksogroup.ca/contact-us/,(778) 475-5788,
Ktown Kleenup Ltd,http://www.ktownkleenup.com/contact.html,250-540-5004,
Kuby Renewable Energy Ltd,https://kuby.ca/,(780) 340-5829,
Kunzy Kreations Inc- Social Media Managing And C onsulting,,250-212-5888,
Kura Digital,,(250) 878-4695,
Kutenai Clothing Company,https://www.kutenaiclothing.com/,(250) 352-0700,
KV Consulting Ltd,,604-839-2950,
L. Stanek Plumbing and Heating,,1-250-547-6244,
La Flor Studio,,7783634247,
La Rose Serenity Spa,,250-540-8090,
Lacey's Esthetics,,250-300-5578,
Ladies World Health & Fitness,https://worldhealthandfitness.ca/contact/,(250) 503-2363,
Lafarge Canada Inc,https://amrize.com/us/en/amrize-homepage.html,250 546 3163,
Laing Roofing,https://www.laingroofing.com/contact-us.html,250.765.3866,
Lake City Casino Vernon,,(250) 545-3505,
Lake Country Art Gallery,https://www.lakecountryartgallery.ca/,250-766-1299,
Lake Country Bookworks,https://suncountry.com/contact,778-363-3706,
Lake Country Charters,http://lakecountrycharters.com/contact,250-838-7034,
Lake Country Chiropractic Dr R A Kobayashi,https://lakecountrychiropractic.com/contact-us/,250-766-3155,
Lake Country Crane,https://www.lakecountrycrane.ca/contact-us,250-870-1609,
Lake Country Flowers,https://lakecountryflowers.com/,250-766-4257,
Lake Country Glass,,250-766-5678,
Lake Country Home Hardware Building Centre,,778-480-8030,
Lake Country Liquor Store,https://lakecountryliquorstore.com/contact/,250-766-1166,
Lake Country Log Homes,https://www.lakecountrylog.com/,1 877 554 8881,
Lake Country Massage,,250-681-0911,
Lake Country Motor Sports Ltd,,250-766-3939,
Lake Country Notary Services,,778-480-0900,
Lake Country Optometry,https://lakecountryoptometry.ca/service/contact-lens-exams/,250-766-4240,
Lake Country Spine And Wellness Clinic,https://lakecountryspineandwellness.com/contact-us,250-766-1300,
Lake Front RV Park,https://www.lakefrontrvpark.com/contact-us,236-600-1902,
Lakeshore Drywall Inc,https://www.constructiononline.com/,(250) 241-0044,
Lakeview Bookkeeping & Business Services,,250-869-5799,
Landing Plumbing & Heating,,250-542-3506,
Lara-Rose Duong,,250-938-7191,
Las Margaritas Coffee,,250 308 9443,
"Lasting Effects, Esthetics & Nail Salon",,(250) 260-1144,
Lavington Auto Repairs,https://www.lavingtonautoelectrical.com.au/contact,0260403033,
Lavish Hair Extensions,,250-718-1765,
Law Mechanical,,778-946-0622,
Lb Epoxy Flooring,https://www.lbepoxyflooring.ca/contact.html,250-938-3068,
Leah May - Mortgage Professional,,(250) 258-3085,
Ledgers,https://ledgers.com/contact,(250) 900-2357,
Leeper and Son's Line Painting,,250-540-4489,
Legacy Photography & Framing,https://www.legacypf.ca/contact-our-frame-shop-and-photography-studio,(250) 542-3010,
Legal Aid Society Vernon (and Salmon Arm),https://www.usa.gov/contact-us,250-545-3666,
Legend Landscapes,https://powdercanada.com/contact/,250-864-2234,
Lester's Hobbies,https://lesters-hobbies.edan.io/contact,+1 250-545-8884,
LetawskyWilson & Associates,http://www.letawskywilson.com/,(778) 943-1623,
Ley's RV Park & Farm,https://leyrvpark.com,250-878-7314,
Liberal Party of Canada Vernon-Lake Country-Monashee,https://liberal.ca/?new=www.northokanaganshuswap.liberal.ca,(250) 306-2627,
Liberty Tax Service,https://www.libertytax.ca/contact-us,(250) 260-1411,
Lifestyle Counselling Services,https://www.odynn.ca/contact,(250) 558-3323,
Limitless Equipment Services Inc,https://limitlessequipmentservices.com/contact,778 212 6017,
Lincoln Lanes,https://www.lincolnlanes.ca/,(250) 542-9837,
Lindsay Siedmann Real Estate,,250-938-8388,
Linquist Real Estate Appraisals,,604-937-7290,
Little Blue House RMT,,(250) 863-8052,
Little Caesars Pizza,https://littlecaesars.com/en-us/contact-us/,2505494646,
Little Darlings Family Daycare,https://help.care.com/families/s/?language=en_US,250-542-2075,
Little Nail Factory,https://belliata.ca/,1-250-547-2002,
Little Oak Learning Centre,https://littleoaklearningcentre.yourwebsitespace.com/contact.html,250-306-7641,
Little Pals Family Daycare,,250-309-6804,
Little Plum Boutique (former name),https://www.prettyplumboutique.com/,(778) 773-0893,
Live Life Physiotherapy and Acupuncture,,2505401262,
Livingwood Floors Inc,http://www.livingwoodfloors.com/contact-us,(250) 545-4900,
Lloyd Contracting,,1-250-547-9705,
Lloyd`S Roofing Ltd,https://www.callupcontact.com/,250-542-2937,
Lochaven Consulting,https://www.lochavenconsulting.com/,(250) 306-0573,
London Drugs 039 Vernon,,(250) 549-1551,
Long John's Pub,https://www.longjohnspub.com/,+1-250-549-2992,
Longhorn Pub,https://www.longhornvernon.ca/contact/,250-542-9222,
Loopy Lady,,250-766-4252,
Loredana Eisenhauer Inc,https://lei.nlchosting.com/contact-us/,(250) 860-8530,
Loreto Strata Management Ltd,https://loretosm.net/,(250) 306-9949,
Los Huesos Mexican Restaurant,https://www.loshuesosrestaurant.com/contact-us.html,(250) 275-4820,
Lotus Gardens,,250-558-3488,
Loughridge Mechanical,,250-307-3574,
Louisa Cochrane Personal Real Estate Corp.,,250-550-6561,
Love Is In The Hair,,250-317-8955,
Lowe Contracting Ltd,,250-862-7564,
Lucid Cannabis,https://lucidcannabis.ca/,7784753415,
Lucus Homes,,250 546 3642,
Lumby & District Wildlife Association,https://lumbywildlife.ca/,1-250-547-2377,
Lumby Circle K,https://www.circlek.com/contact,1-250-547-6329,
Lumby Esso,,1-250-372-4842,
Lumby IDA Pharmacy,https://lumbyidapharmacy.com/contact,1-250-547-2324,
Lumby Lions,https://lumbylions.ca/,1-250-547-2005,
Lumby Trail Tire,https://trailtire.com/contact-us/,1-250-547-2574,
Lunch Matters,,(250) 542-3814,
Lutcor Construction,https://vernonconstruction.com/contact/,587-990-9774,
Lutcor Homes Inc. Dba Lutcor Construction,,778-873-3876,
Lux Jewels,https://www.luxjewels.com/contact/,(604) 889-5227,
Lyle Doucette Real Estate Services,,250 309 1493,
Lynn's Vietnamese,https://lynnsvietnameserestaurant.weebly.com/contact.html,(250) 541-4823,
Lynx Earthworks Ltd,,250-558-2004,
Lyons Landscaping,https://www.lyonslandscaping.com/contact-us/,(250) 374-6942,
M&M Food Market,https://www.mmfoodmarket.com/contact-us,250-558-3961,
M.R. Contracting Inc,,250 307 0261,
M2systems inc,,(250) 766-7869,
Mabel Lake Resort & Marina,https://mabellakeresort.com/contact/,2508386234,
Mac Tools,,250-549-0898,
Mac's Convenience,https://kelowna.cioc.ca/,250.763.8008,
Macdonald Lakeshore Properties LP,https://www.shopkelownahomes.com/,(250) 575-7112,
Mackenzie Camp Society,,250 838 6293,
Mada Contracting,https://madacontracting.com/,250 415 8384,
Maddocks Contruction Ltd,https://www.maddocksconstruction.com/contact/,250 546 9551,
Madge Contracting Ltd,,250-766-1049,
Maela's Esthetics,,(250) 558-4949,
Magnetsigns Vernon - 0902660 BC Ltd,,(250) 260-3161,
Mahoroba Restaurant,,(250) 558-0893,
Maid Now,https://maidnow.ca/,250-550-5690,
Main Street Medical Clinic,https://mainstreetmedicalbuilding.com/contact,250-503-3911,
Mandi Irmen Art,https://www.mandiirmenart.ca/,(250) 260-0359,
Marble Slab Creamery,https://www.marbleslab.com/contact/,(778) 943-1943,
Marchand Welding Co. (Mobile),https://www.marchandwelding.com/,250 515 1055,
Margarieta's Restaurant,,250-546-6261,
Maria For Travel,https://my.dt.com/can/en,250-503-7990,
Maritime Travel,https://www.maritimetravel.ca/contact-us,250-542-2722,
Mark's,https://www.marks.com/en.html,250-542-2380,
Marks Wild Rides Towing,,250-552-4107,
Marlin Travel,,250-558-6183,
Martin Estate and Injury Law,https://martinestate.ca/wp-content/uploads/2018/10/contact.jpg,(778) 475-8444,
Martin Marjorie Royal LePage,https://www.penticton.ca/city-hall/contact-us,250-859-4324,
Mary's Doggie Daycare,,250-309-2745,
Mastops Claire,,250-549-1110,
Match Eatery And Public House - Vernon,,250-275-6049,
Matt Maclaren Exp Realty,,250-938-1899,
Maven Brands Inc,https://finance.yahoo.com/,250-275-6063,
Max Voets Coffee Roasting Ltd,http://www.voetscoffee.com/,(250) 549-2711,
Maxx Canada,https://www.maxx.ca/contact,1 877 438 6229,
Mccauley's Painting & Rénovation,https://www.1stdibs.com/contact/,250-540-8765,
McCullough Glenn Sundance Realty Group,,250-215-7653,
McDermott Dan Royal LePage,https://www.royallepage.ca/en/contact-us,250-718-4461,
McDonald's Restaurant of Canada Ltd.,https://www.mcdonalds.com/us/en-us/contact-us.html,(250) 545-6337,
McKale Enterprises,,250-558-0087,
McKinley Beach & Mezzo Homes,https://mckinleybeach.ca/contact/,778-480-3469,
Mcleery Ranch,,250 546 0420,
Mcleod Electric Ltd,,250 306 6626,
Mcleod Gordon Century 21,https://c21energy.com/contact-us,250-573-0001,
Mcleods By Products,https://www.mcleodsbp.com/contact,250 308 9081,
McNair Editing,http://mcnairediting.com/,250-542-7057,
McPheeters Criminal Defence,https://www.mcpheeters.ca/,778-930-2040,
Medicine Shoppe Pharmacy,,(778) 475-1010,
Meghan Nimegeers Landscape Design,,250-864-3873,
Meier's Building Products,https://goiguide.com/,250-545-5405,
"Mel Arnold, Member of Parliament",https://www.ourcommons.ca/en,2502605020,
"Member of Legislative Assembly for Vernon-Monashee, Harwinder Sandhu",https://harwindersandhu.bcndp.ca/,(250) 503-3600,
Memphis Hair Salon,,250-558-6565,
Mental Illness Family Support Centre,https://mentalhealthcommission.ca/contact-us/,(250) 260-3233,
Meridian Lawn & Garden Care,,250-550-5386,
Mertion Excavating Ltd,http://mertionexcavating.com/,250-541-1444,
Metal Roofing & Siding Experts Inc,https://www.splandidebiz.com/contact,250-503-2501,
Mezzo Market,https://www.mezzomarket.ca/,778-475-1819,
Mi Taqueria,https://www.vernontaqueria.com/,250-550-8154,
Michele Davies Mortgages,https://micheledaviesmortgages.ca/home-2552,(778) 220-8116,
"Michelle Cornish, CGA",,250-838-7728,
Michelle McEwen Rmt,https://michellemcewenrmt.janeapp.com/,778-683-1523,
Mickelson Family Chiropractic Corp,https://mickelsonchiropractic.com/contact-us/,250-503-5555,
